Key,Type,English,French,Chinese,Spanish,Filipino,Vietnamese,Thai,Portuguese,Hindi,Swahili,Indonesian,Creole,Burmese
breadfruit,main,Breadfruit,Fruit à pain,面包果,Fruta de pan,Breadfruit,Quả sa kê,สาเก,Fruta-pão,ब्रेडफ्रूट,Matunda ya mkate,Buah sukun,Breadfruit,ပေါင်မုန့်
dried_brewer_grain,main,Dried brewer grain,Drêche de brasserie séchée,干啤酒糟,Grano de cervecería seco,Dried Brewer's Grain (Sapal ng Bir),Bã bia khô,กากเบียร์แห้ง,Grão de cervejaria seco,सूखे ब्रूअर ग्रेन,Nafaka ya bia iliyokaushwa,Biji-bijian bir kering,Grenn brewer sèk,ဘီယာစပါးအခြောက်
molasses,main,Molasses,Mélasse,糖蜜,Melaza,Molasses (Pulot),Mật rỉ đường,กากน้ำตาล,Melaço,शीरा,Molasi,Tetes,Melas,တင်လဲရည်
pkc,main,PKC,Tourteau de palmiste,棕榈仁粕,Harina de semilla de palma,PKC,Khô dầu nhân cọ,กากปาล์ม,Torta de palmiste,पाम कर्नेल मील,PKC,PKC,PKC,PKC
copra,main,Copra,Coprah,椰干,Copra,Copra,Cơm dừa,เนื้อมะพร้าวแห้ง,Copra,नारियल की गरी,Copra,Kopra,kopra,ကော့ပါး
full_fat_soybeans,main,Full fat soybeans,Soja gras,全脂大豆,Soja integral,Full Fat Soybean,Đậu tương nguyên béo,ถั่วเหลืองเต็มไขมัน,Soja integral,पूर्ण वसा सोयाबीन,Soya kamili ya mafuta,Kedelai penuh lemak,Pwa soya plen grès,ပြည့်ဝဆီ ပဲပိစပ်
groundnut_cake,main,Groundnut cake,Tourteau d'arachide,花生饼,Torta de maní,Groundnut Cake,Khô lạc,กากถั่วลิสง,Torta de amendoim,मूँगफली की खली,Keki ya karanga,kue kacang tanah,Gato pistach,မြေပဲကိတ်
cottonseed_cake,main,Cottonseed cake,Tourteau de coton,棉籽饼,Torta de algodón,Cottonseed Cake,Khô bông,กากเมล็ดฝ้าย,Torta de algodão,कपास के बीज की खली,Keki ya pamba,kue biji kapas,Gato grenn koton,ချည်သားကိတ်
sheanut_cake,main,Sheanut cake,Tourteau de karité,乳木果饼,Torta de karité,Sheanut Cake,Khô hạt mỡ,กากเมล็ดเชีย,Torta de karité,शी नट केक,Keki ya sheanut,kue kacang,Sheanut gato,Sheanut ကိတ်မုန့်
sesame_cake,main,Sesame cake,Tourteau de sésame,芝麻饼,Torta de sésamo,Sesame Cake,Khô mè,กากงา,Torta de gergelim,तिल की खली,Keki ya Sesame,kue wijen,Sezam gato,နှမ်းကိတ်
cashew_nut_meal,main,Cashew Nut Meal,Farine de noix de cajou,腰果粉,Harina de anacardo,Cashew Nut Meal,Bột hạt điều,กากเมล็ดมะม่วงหิมพานต์,Farelo de caju,काजू का भोजन,Mlo wa Korosho,Makanan Kacang Mete,Manje nwa kajou,သီဟိုဠ်စေ့
cowpea,main,Cowpea,Niébé,豇豆,Caupí,Paayap (Cowpea),Đậu mắt đen,ถั่วพุ่ม,Feijão-caupi,लोबिया,Kunde,kacang tunggak,Cowpea,ကောက်ညှင်း
pigeon_pea,main,Pigeon Pea,Pois d'angole,木豆,Gandul,Kadyos (Pigeon pea),Đậu triều,ถั่วแระ,Feijão-guandu,अरहर की दाल,Pea ya Njiwa,kacang merpati,Pwa pijon,ပဲစဉ်းငုံ
mucuna_velvet_bean,main,Mucuna/Velvet bean,Mucuna,天鹅绒豆,Mucuna,Mucuna/Velvet bean,Đậu nhung,ถั่วกำมะหยี่,Mucuna,म्यूकुना,Mucuna/Velvet maharage,Mucuna/Kacang beludru,Mucuna / pwa velours,Mucuna/ကတ္တီပါပဲ
locust_bean_meal,main,Locust Bean Meal,Farine de néré,槐豆粉,Harina de algarrobo,Locust Bean Meal,Bột đậu locust,กากเมล็ด locust,Farelo de alfarroba,लोकस्ट बीन मील,Chakula cha Maharage ya Nzige,Tepung Kacang Belalang,Jwèt Locust Bean Manje,ကျိုင်းစေ့အစာ
leucaena_leaf,main,Leucaena Leaf,Feuille de leucaena,银合欢叶,Hoja de leucaena,Dahon ng Ipil-ipil,Lá keo dậu,ใบกระถิน,Folha de leucena,ल्यूकेना की पत्ती,Jani la Leucaena,Daun Lamtoro,Leucaena fèy,Leucaena အရွက်
moringa_leaf_meal,main,Moringa Leaf Meal,Farine de feuilles de moringa,辣木叶粉,Harina de hoja de moringa,Harina ng Dahon ng Malunggay,Bột lá chùm ngây,ใบมะรุมป่น,Farelo de folha de moringa,सहजन (मोरिंगा) पत्ती का भोजन,Mlo wa Majani ya Moringa,Makanan Daun Kelor,Manje fèy Moringa,Moringa Leaf Meal
cassava_leaf_meal,main,Cassava Leaf Meal,Farine de feuilles de manioc,木薯叶粉,Harina de hoja de yuca,Cassava Leaf Meal,Bột lá sắn,ใบมันสำปะหลังป่น,Farelo de folha de mandioca,कसावा पत्ती का भोजन,Mlo wa Majani ya Muhogo,Tepung Daun Singkong,Manyòk Fèy Manyòk,ပီလောပီနံ အရွက်ဟင်း
blood_meal,main,Blood Meal,Farine de sang,血粉,Harina de sangre,Blood Meal,Bột máu,เลือดแห้ง,Farinha de sangue,रक्त भोजन,Mlo wa Damu,Makanan Darah,Manje San,သွေးညစာ
maggot_meal,main,Maggot Meal,Farine d'asticots,蛆粉,Harina de larvas,Maggot Meal (Harina ng Uod),Bột giòi,ผงหนอนแมลงวัน,Farinha de larvas,मैगॉट मील,Mlo wa Funza,Makanan Belatung,Manje mago,Maggot Meal
snail_shell_meal,main,Snail Shell Meal,Farine de coquilles d'escargots,蜗牛壳粉,Harina de concha de caracol,Snail Shell Meal,Bột vỏ ốc,เปลือกหอยทากป่น,Farinha de casca de caracol,घोंघा खोल भोजन,Mlo wa Shell ya Konokono,Makanan Cangkang Siput,Kalmason Kalmason Manje,ခရုခွံအစားအစာ
bone_meal,main,Bone Meal,Farine d'os,骨粉,Harina de hueso,Bone Meal,Bột xương,กระดูกป่น,Farinha de osso,हड्डी का भोजन,Mlo wa Mifupa,Tepung Tulang,Zo repa,အရိုးအစာ
limestone,main,Limestone,Calcaire,石灰石,Caliza,Apog (Limestone),Đá vôi,หินปูน,Calcário,चूना पत्थर,Chokaa,Batu kapur,Limestone,ထုံးကျောက်
di_calcium_phosphate,main,Di-Calcium Phosphate,Phosphate bicalcique,磷酸氢钙,Fosfato dicálcico,Di-Calcium Phosphate,Dicalcium Phosphate,ไดแคลเซียมฟอสเฟต,Fosfato dicálcico,डाई-कैल्शियम फास्फेट,Di-Calcium Phosphate,Di-Kalsium Fosfat,Di-kalsyòm fosfat,Di-Calcium Phosphate
wood_ash,main,Wood Ash,Cendre de bois,木灰,Ceniza de madera,Abong Kahoy,Tro bếp,ขี้เถ้าไม้,Cinza de madeira,लकड़ी की राख,Majivu ya Mbao,Abu Kayu,Bwa Ash,သစ်သားပြာ
eggshell_meal,main,Eggshell meal,Farine de coquilles d'œufs,蛋壳粉,Harina de cáscara de huevo,Harina ng Balat ng Itlog,Bột vỏ trứng,เปลือกไข่ป่น,Farinha de casca de ovo,अंडे के छिलके का भोजन,Chakula cha ganda la mayai,Makanan kulit telur,Manje koki ze,ကြက်ဥခွံ ကျွေးတယ်။
lysine,main,Lysine,Lysine,赖氨酸,Lisina,Lysine,Lysine,ไลซีน,Lisina,लाइसिन,Lysine,lisin,Lizin,Lysine
methionine,main,Methionine,Méthionine,蛋氨酸,Metionina,Methionine,Methionine,เมไทโอนีน,Metionina,मेथियोनिन,Methionine,Metionin,Metionin,Methionine
coconut_cake,main,Coconut cake,Tourteau de coco,椰子饼,Torta de coco,Coconut Cake,Bã dừa,กากมะพร้าว,Torta de coco,नारियल की खली,Keki ya nazi,kue kelapa,Coconut gato,အုန်းကိတ်
full_fat_soybean,main,Full fat soybean,Soja entier,全脂大豆,Soya integral,Full Fat Soybean,Đậu nành nguyên dầu,ถั่วเหลืองไขมันเต็ม,Soja integral,फुल फैट सोयाबीन,Mafuta kamili ya soya,Kedelai penuh lemak,Plen grès soya,ပြည့်ဝဆီ ပဲပုပ်
dried_brewers_grain,main,Dried brewers grain,Drêches de brasserie séchées,啤酒糟,Granos de destilería secos,Dried Brewer's Grain (Sapal ng Bir),Bã bia khô,กากเบียร์แห้ง,Resíduo seco de cervejaria,ड्राइड ब्रुअर्स ग्रेन,Watengenezaji wa pombe kavu nafaka,Biji-bijian bir kering,Grenn brasri sèk,ဘီယာချက်တဲ့ စပါးခြောက်
ingredient_coconut_cake,main,Coconut cake,Tourteau de coco,椰子饼,Torta de coco,Coconut Cake,Bã dừa,กากมะพร้าว,Torta de coco,नारियल की खली,Keki ya nazi,kue kelapa,Coconut gato,အုန်းကိတ်
ingredient_full_fat_soybean,main,Full fat soybean,Soja entier,全脂大豆,Soya integral,Full Fat Soybean,Đậu nành nguyên dầu,ถั่วเหลืองไขมันเต็ม,Soja integral,फुल फैट सोयाबीन,Mafuta kamili ya soya,Kedelai penuh lemak,Plen grès soya,ပြည့်ဝဆီ ပဲပုပ်
ingredient_dried_brewers_grain,main,Dried brewers grain,Drêches de brasserie séchées,啤酒糟,Granos de destilería secos,Dried Brewer's Grain (Sapal ng Bir),Bã bia khô,กากเบียร์แห้ง,Resíduo seco de cervejaria,ड्राइड ब्रुअर्स ग्रेन,Watengenezaji wa pombe kavu nafaka,Biji-bijian bir kering,Grenn brasri sèk,ဘီယာချက်တဲ့ စပါးခြောက်
schedule_next,main,Schedule Next,Planifier le suivant,安排下一次,Programar siguiente,Mag-iskedyul ng Susunod,Lên lịch tiếp theo,กำหนดการถัดไป,Agendar Próximo,अगला शेड्यूल करें,Ratiba Inayofuata,Jadwal Selanjutnya,Orè Next,နောက်တစ်ခု အစီအစဉ်ဆွဲပါ။
next_activity_date,main,Next Activity Date,Date de la prochaine activité,下一次活动日期,Fecha de la próxima actividad,Petsa ng Susunod na Aktibidad,Ngày hoạt động tiếp theo,วันที่กิจกรรมถัดไป,Data da Próxima Atividade,अगली गतिविधि की तारीख,Tarehe ya Shughuli Inayofuata,Tanggal Kegiatan Berikutnya,Dat Pwochen Aktivite,နောက်တစ်ခု လုပ်ဆောင်ချက်နေ့စွဲ
dosage_with_value,main,Dosage: %s,Dosage : %s,剂量: %s,Dosis: %s,Dosage: %s,Liều lượng: %s,ปริมาณ: %s,Dosagem: %s,खुराक: %s,Kipimo: %s,Dosis: %s,Dòz: %s,ဆေးပမာဏ- %s
please_wait,main,Please Wait,Veuillez patienter,请稍候,"Por favor, espere",Mangyaring Maghintay,Vui lòng đợi,กรุณารอสักครู่,"Por favor, aguarde",कृपया प्रतीक्षा करें,Tafadhali Subiri,Harap tunggu,Tanpri tann,ကျေးဇူးပြုပြီးခဏစောင့်ပါ
generating_feed_requirements_pdf,main,Generating Feed Requirements PDF...,Génération du PDF des besoins nutritionnels...,正在生成饲料需求 PDF...,Generando PDF de requisitos de alimentación...,Binubuo ang Feed Requirements PDF...,Đang tạo PDF yêu cầu thức ăn...,กำลังสร้าง PDF ความต้องการอาหาร...,Gerando PDF de requisitos de alimentação...,चारा आवश्यकताएँ पीडीएफ जनरेट हो रही है...,Inazalisha Mahitaji ya Milisho ya PDF...,Menghasilkan Persyaratan Umpan PDF...,Jenere Kondisyon Feed PDF...,Feed Requirements PDF ကို ထုတ်လုပ်နေသည်...
generating_feed_formulation_pdf,main,Generating Feed Formulation PDF...,Génération du PDF de formulation d'aliments...,正在生成饲料配方 PDF...,Generando PDF de formulación de alimentos...,Binubuo ang Feed Formulation PDF...,Đang tạo PDF công thức thức ăn...,กำลังสร้าง PDF สูตรอาหาร...,Gerando PDF de formulação de ração...,चारा फॉर्मूलेशन पीडीएफ जनरेट हो रही है...,Inazalisha PDF ya Uundaji wa Milisho...,Menghasilkan Formulasi Pakan PDF...,Jenere PDF Fòmasyon Feed...,Feed Formulation PDF ကို ထုတ်လုပ်နေသည်...
generating_feed_report_pdf,main,Generating Feed Report PDF...,Génération du PDF du rapport d'alimentation...,正在生成饲料报告 PDF...,Generando PDF de informe de alimentación...,Binubuo ang Feed Report PDF...,Đang tạo PDF báo cáo thức ăn...,กำลังสร้าง PDF รายงานอาหาร...,Gerando PDF de relatório de alimentação...,चारा रिपोर्ट पीडीएफ जनरेट हो रही है...,Inazalisha PDF ya Ripoti ya Milisho...,Menghasilkan Laporan Umpan PDF...,Jenere PDF Rapò Feed...,ဖိဒ်အစီရင်ခံစာ PDF ထုတ်ပေးနေသည်...
generating_financial_report_pdf,main,Generating Financial Report PDF...,Génération du PDF du rapport financier...,正在生成财务报告 PDF...,Generando PDF de informe financiero...,Binubuo ang Financial Report PDF...,Đang tạo PDF báo cáo tài chính...,กำลังสร้าง PDF รายงานทางการเงิน...,Gerando PDF de relatório financeiro...,वित्तीय रिपोर्ट पीडीएफ जनरेट हो रही है...,Inazalisha PDF ya Ripoti ya Fedha...,Menghasilkan Laporan Keuangan PDF...,Jenerasyon Rapò Finansye PDF...,ဘဏ္ဍာရေးအစီရင်ခံစာ PDF ထုတ်ပေးနေသည်...
generating_herd_report_pdf,main,Generating Herd Report PDF...,Génération du PDF du rapport du troupeau...,正在生成猪群报告 PDF...,Generando PDF de informe del ganado...,Binubuo ang Herd Report PDF...,Đang tạo PDF báo cáo đàn...,กำลังสร้าง PDF รายงานฝูงสัตว์...,Gerando PDF de relatório do rebanho...,झुंड रिपोर्ट पीडीएफ जनरेट हो रही है...,Inazalisha PDF ya Ripoti ya Mifugo...,Menghasilkan Laporan Kawanan PDF...,Jenerasyon PDF rapò bann bèt...,Herd အစီရင်ခံစာ PDF ထုတ်ပေးနေသည်...
generating_hr_report_pdf,main,Generating HR Report PDF...,Génération du PDF du rapport RH...,正在生成人力资源报告 PDF...,Generando PDF de informe de RRHH...,Binubuo ang HR Report PDF...,Đang tạo PDF báo cáo nhân sự...,กำลังสร้าง PDF รายงานทรัพยากรบุคคล...,Gerando PDF de relatório de RH...,एचआर रिपोर्ट पीडीएफ जनरेट हो रही है...,Inazalisha PDF ya Ripoti ya HR...,Menghasilkan Laporan SDM PDF...,Jenere rapò HR PDF...,HR အစီရင်ခံစာ PDF ထုတ်ပေးနေသည်...
delete_account,main,Delete Account,Supprimer le compte,删除账户,Eliminar cuenta,I-delete ang Account,Xóa tài khoản,ลบบัญชี,Excluir Conta,खाता हटाएँ,Futa Akaunti,Hapus Akun,Efase kont,အကောင့်ဖျက်ပါ။
delete_account_subtitle,main,Permanently delete your account and farm data,Supprimer définitivement votre compte et vos données,永久删除您的账户和农场数据,Eliminar permanentemente su cuenta y datos de la granja,Permanenteng i-delete ang iyong account at data ng farm,Xóa vĩnh viễn tài khoản và dữ liệu trang trại của bạn,ลบบัญชีและข้อมูลฟาร์มของคุณอย่างถาวร,Excluir permanentemente sua conta e dados da fazenda,अपना खाता और फार्म डेटा स्थायी रूप से हटाएँ,Futa kabisa akaunti yako na data ya shamba,Hapus akun dan data pertanian Anda secara permanen,Efase kont ou ak done fèm yo pou tout tan,သင့်အကောင့်နှင့် လယ်ယာဒေတာကို အပြီးဖျက်ပါ။
ingredient_oyster_shell,main,Oyster Shell,Coquille d'huître,牡蛎壳,Concha de ostra,Oyster Shell,Vỏ hàu,เปลือกหอยนางรม,Casca de ostra,सीप का खोल,Shell ya Oyster,Cangkang Tiram,Oyster Shell,ကမာခွံ
methionine_pct_short,main,Methionine %,Méthionine %,蛋氨酸 %,Metionina %,Methionine %,Methionine %,เมไทโอนีน %,Metionina %,मेथियोनाइन %,Methionine %,Metionin %,Metionin %,Methionine %
confirm_deletion,main,Confirm Deletion,Confirmer la suppression,确认删除,Confirmar eliminación,Kumpirmahin ang Pagbura,Xác nhận xóa,ยืนยันการลบ,Confirmar exclusão,हटाने की पुष्टि करें,Thibitisha Ufutaji,Konfirmasi Penghapusan,Konfime efase,ဖျက်ကြောင်း အတည်ပြုပါ။
delete_account_confirm_msg,main,"This will permanently delete your account, credentials, and all farm data. This action cannot be undone.","Cela supprimera définitivement votre compte, vos identifiants et toutes les données de la ferme. Cette action est irréversible.",这将永久删除您的账户、凭据和所有农场数据。此操作无法撤销。,"Esto eliminará permanentemente su cuenta, credenciales y todos los datos de la granja. Esta acción no se puede deshacer.","Permanenteng buburahin nito ang iyong account, mga kredensyal, at lahat ng data ng bukid. Ang aksyong ito ay hindi na maaaring bawiin.","Thao tác này sẽ xóa vĩnh viễn tài khoản, thông tin đăng nhập và tất cả dữ liệu trang trại của bạn. Hành động này không thể hoàn tác.",การดำเนินการนี้จะลบบัญชี ข้อมูลประจำตัว และข้อมูลฟาร์มทั้งหมดของคุณอย่างถาวร การดำเนินการนี้ไม่สามารถย้อนกลับได้,"Isso excluirá permanentemente sua conta, credenciais e todos os dados da fazenda. Esta ação não pode ser desfeita.","यह आपके खाते, क्रेडेंशियल और सभी फार्म डेटा को स्थायी रूप से हटा देगा। इस क्रिया को पूर्ववत नहीं किया जा सकता है।","Hatua hii itafuta kabisa akaunti yako, kitambulisho na data yote ya shamba. Kitendo hiki hakiwezi kutenduliwa.","Tindakan ini akan menghapus akun, kredensial, dan semua data pertanian Anda secara permanen. Tindakan ini tidak dapat dibatalkan.","Sa a pral efase kont ou, kalifikasyon yo ak tout done fèm yo nèt ale. Aksyon sa a pa ka defèt.",၎င်းက သင့်အကောင့်၊ အထောက်အထားများနှင့် လယ်ယာဒေတာအားလုံးကို အပြီးအပိုင် ဖျက်လိုက်ပါမည်။ ဤလုပ်ဆောင်ချက်ကို ပြန်ပြင်၍မရပါ။
factory_reset_confirm_msg,main,This will permanently delete ALL data associated with your farm. This action cannot be undone.,Cela supprimera définitivement TOUTES les données associées à votre ferme. Cette action est irréversible.,这将永久删除与您的农场关联的所有数据。此操作无法撤销。,Esto eliminará permanentemente TODOS los datos asociados con su granja. Esta acción no se puede deshacer.,Permanenteng buburahin nito ang LAHAT ng data na nauugnay sa iyong bukid. Ang aksyong ito ay hindi na maaaring bawiin.,Thao tác này sẽ xóa vĩnh viễn TẤT CẢ dữ liệu liên quan đến trang trại của bạn. Hành động này không thể hoàn tác.,การดำเนินการนี้จะลบข้อมูลทั้งหมดที่เกี่ยวข้องกับฟาร์มของคุณอย่างถาวร การดำเนินการนี้ไม่สามารถย้อนกลับได้,Isso excluirá permanentemente TODOS os dados associados à sua fazenda. Esta ação não pode ser desfeita.,यह आपके फार्म से जुड़े सभी डेटा को स्थायी रूप से हटा देगा। इस क्रिया को पूर्ववत नहीं किया जा सकता है।,Hii itafuta kabisa data ZOTE zinazohusiana na shamba lako. Kitendo hiki hakiwezi kutenduliwa.,Ini akan menghapus secara permanen SEMUA data yang terkait dengan peternakan Anda. Tindakan ini tidak dapat dibatalkan.,Sa a pral efase tout done ki asosye ak fèm ou a pou tout tan. Aksyon sa a pa ka defèt.,၎င်းသည် သင့်လယ်ယာနှင့် ဆက်စပ်နေသည့် ဒေတာအားလုံးကို အပြီးအပိုင် ဖျက်လိုက်ပါမည်။ ဤလုပ်ဆောင်ချက်ကို ပြန်ပြင်၍မရပါ။
clear_records_confirm_msg,main,Are you sure you want to clear these records? This action cannot be undone.,Êtes-vous sûr de vouloir effacer ces enregistrements ? Cette action est irréversible.,您确定要清除这些记录吗？此操作无法撤销。,¿Está seguro de que desea borrar estos registros? Esta acción no se puede deshacer.,Sigurado ka bang gusto mong burahin ang mga rekord na ito? Ang aksyong ito ay hindi na maaaring bawiin.,Bạn có chắc chắn muốn xóa các bản ghi này không? Hành động này không thể hoàn tác.,คุณแน่ใจหรือไม่ว่าต้องการล้างบันทึกเหล่านี้? การดำเนินการนี้ไม่สามารถย้อนกลับได้,Tem certeza de que deseja limpar esses registros? Esta ação não pode ser desfeita.,क्या आप वाकई इन अभिलेखों को मिटाना चाहते हैं? इस क्रिया को पूर्ववत नहीं किया जा सकता है।,"Je, una uhakika unataka kufuta rekodi hizi? Kitendo hiki hakiwezi kutenduliwa.",Apakah Anda yakin ingin menghapus catatan ini? Tindakan ini tidak dapat dibatalkan.,Èske w sèten ou vle efase dosye sa yo? Aksyon sa a pa ka defèt.,ဤမှတ်တမ်းများကို ရှင်းလင်းလိုသည်မှာ သေချာပါသလား။ ဤလုပ်ဆောင်ချက်ကို ပြန်ပြင်၍မရပါ။
delete_everything,main,Delete Everything,Tout supprimer,删除所有内容,Eliminar todo,Burahin Lahat,Xóa mọi thứ,ลบทุกอย่าง,Excluir tudo,सब कुछ हटाएँ,Futa Kila Kitu,Hapus Semuanya,Efase tout bagay,အရာအားလုံးကိုဖျက်ပါ။
master_ingredient_list,main,MASTER INGREDIENT LIST,LISTE PRINCIPALE DES INGRÉDIENTS,主原料清单,LISTA MAESTRA DE INGREDIENTES,PANGUNAHING LISTAHAN NG MGA SANGKAP,DANH SÁCH THÀNH PHẦN CHÍNH,รายการส่วนผสมหลัก,LISTA MESTRA DE INGREDIENTES,मुख्य सामग्री सूची,MASTER INGREDIENT ORODHA,DAFTAR BAHAN UTAMA,LIS ENGRDYAN MÈT,မာစတာပါဝင်ပစ္စည်းစာရင်း
search_ingredients,main,Search ingredients...,Rechercher des ingrédients...,搜索原料...,Buscar ingredientes...,Maghanap ng mga sangkap...,Tìm kiếm nguyên liệu...,ค้นหาส่วนผสม...,Buscar ingredientes...,सामग्री खोजें...,Tafuta viungo...,Cari bahan...,Chèche engredyan...,ပါဝင်ပစ္စည်းများကို ရှာဖွေပါ...
add_ingredient,main,Add Ingredient,Ajouter un ingrédient,添加原料,Agregar ingrediente,Magdagdag ng Sangkap,Thêm thành phần,เพิ่มส่วนผสม,Adicionar ingrediente,सामग्री जोड़ें,Ongeza Kiungo,Tambahkan Bahan,Ajoute engredyan,ပါဝင်ပစ္စည်းထည့်ပါ။
clear_search,main,Clear search,Effacer la recherche,清除搜索,Limpiar búsqueda,I-clear ang paghahanap,Xóa tìm kiếm,ล้างการค้นหา,Limpar busca,खोज साफ़ करें,Futa utafutaji,Hapus pencarian,Klè rechèch,ရှာဖွေမှုကို ရှင်းလင်းပါ။
protein_pct_label,main,Protein: %s%%,Protéines : %s%%,蛋白质：%s%%,Proteína: %s%%,Protina: %s%%,Đạm: %s%%,โปรตีน: %s%%,Proteína: %s%%,प्रोटीन: %s%%,Protini: %s%%,Protein: %s%%,Pwoteyin: %s%%,ပရိုတင်း- %s%%
pen_number_separated_by_comma,main,Pen # (separated by comma),Enclos # (séparés par une virgule),圈舍 #（用逗号分隔）,Enclosure # (separados por coma),Pen # (hiwalay sa pamamagitan ng kuwit),Chuồng # (phân tách bằng dấu phẩy),คอก # (แยกด้วยเครื่องหมายจุลภาค),Baia # (separadas por vírgula),बाड़ा # (अल्पविराम द्वारा अलग किया गया),Kalamu # (imetenganishwa na koma),Pena # (dipisahkan dengan koma),Plim # (separe pa vigil),ဘောပင် # (ကော်မာဖြင့် ပိုင်းခြားထားသည်)
module_coming_soon,main,%s module is coming soon!,Le module %s arrive bientôt !,%s 模块即将推出！,¡El módulo %s estará disponible pronto!,Ang module na %s ay malapit na!,Phân hệ %s sắp ra mắt!,โมดูล %s กำลังจะมาเร็ว ๆ นี้!,O módulo %s estará disponível em breve!,%s मॉड्यूल जल्द ही आ रहा है!,Sehemu ya %s inakuja hivi karibuni!,Modul %s akan segera hadir!,%s modil ap vini byento!,%s မော်ဂျူး မကြာမီလာပါမည်။
working_hard_msg,main,We are working hard to bring this feature to you.,Nous travaillons dur pour vous apporter cette fonctionnalité.,我们正在努力为您带来这一功能。,Estamos trabajando duro para traer esta función a usted.,Nagsusumikap kami upang maihatid ang tampok na ito sa iyo.,Chúng tôi đang nỗ lực để mang tính năng này đến với bạn.,เรากำลังทำงานอย่างหนักเพื่อนำฟีเจอร์นี้มาให้คุณ,Estamos trabalhando duro para trazer esse recurso para você.,हम इस सुविधा को आपके पास लाने के लिए कड़ी मेहनत कर रहे हैं।,Tunajitahidi kukuletea kipengele hiki.,Kami bekerja keras untuk menghadirkan fitur ini kepada Anda.,Nou ap travay di pou pote karakteristik sa a ba ou.,ဤအင်္ဂါရပ်ကို သင့်ထံ ယူဆောင်လာရန် ကျွန်ုပ်တို့ ကြိုးစားနေပါသည်။
dis_salmonella_septicemia_prev,main,"Isolate sick pigs, medicate water, and maintain strict biosecurity.","Isoler les malades, traiter l'eau et appliquer des mesures strictes de biosécurité.",隔离病猪、在水中投药并保持严格的生物安全措施。,"Aislar enfermos, medicar el agua y mantener bioseuridad estricta.","Ihiwalay ang may sakit, lagyan ng gamot ang tubig, at panatilihin ang biosecurity.","Cách ly heo bệnh, pha kháng sinh vào nước uống và thực hiện an toàn sinh học.",แยกสุกรป่วยผสมยาปฏิชีวนะในน้ำดื่ม และรักษาความปลอดภัยทางชีวภาพเข้มงวด,"Isolar animais doentes, medicar a água e manter rígida biosseguridade.","बीमार सूअरों को अलग करें, पानी में दवा मिलाएं और सख्त जैव सुरक्षा बनाए रखें।","Tenga nguruwe wagonjwa, maji ya dawa, na udumishe ulinzi mkali wa viumbe hai.","Isolasi babi yang sakit, beri obat air, dan pertahankan biosekuriti yang ketat.","Izole kochon malad, medikaman dlo, epi kenbe sevè byosekirite.",ဖျားနေသောဝက်များကို သီးခြားခွဲထုတ်ကာ ရေဆေးသောက်ပြီး တင်းကျပ်သောဇီဝလုံခြုံရေးကို ထိန်းသိမ်းပါ။
dis_prdc,main,Porcine Respiratory Disease Complex,Complexe respiratoire porcin (CRP),猪呼吸道疾病综合征 (PRDC),Complejo respiratorio porcino (CRP),Porcine Respiratory Disease Complex,Hội chứng hô hấp phức hợp ở heo (PRDC),กลุ่มอาการโรคระบบทางเดินหายใจสุกร (PRDC),Complexo de doenças respiratórias suínas (CDRS),पोर्सिन श्वसन रोग कॉम्प्लेक्स,Kitanzi cha Ugonjwa wa Kupumua kwa Nguruwe,Kompleks Penyakit Pernafasan Babi,Konplèks Maladi Respiratwa Porsin,Porcine Respiratory Disease Complex
dis_babesiosis_desc,main,"Tick-transmitted blood parasite causing high fever, anemia, and dark urine.","Parasite sanguin transmis par les tiques causant forte fièvre, anémie et urine foncée.",蜱传播的血液寄生虫病，引起高烧、贫血和深色尿液。,"Parásito sanguíneo transmitido por garrapatas que causa fiebre alta, anemia y orina oscura.","Parasitiko sa dugo mula sa kagat ng garapata, sanhi ng lagnat at madilim na ihi.","Ký sinh trùng đường máu do ve truyền gây sốt cao, thiếu máu và nước tiểu sẫm màu.",โรคติดเชื้อจากเห็บสุกร ทำให้มีไข้สูง โลหิตจาง และปัสสาวะมีสีเข้มหรือสีแดง,"Parasita sanguíneo transmitido por carrapatos que causa febre alta, anemia e urina escura.","किलनी से फैलने वाला रक्त परजीवी जिससे तेज बुखार, एनीमिया और गहरा मूत्र आता है।","Vimelea vya damu vinavyosambazwa na Jibu na kusababisha homa kali, upungufu wa damu, na mkojo mweusi.","Parasit darah yang ditularkan melalui kutu menyebabkan demam tinggi, anemia, dan urin berwarna gelap.","Tik-transmèt parazit san ki lakòz gwo lafyèv, anemi, ak pipi nwa.",အဖျားတက်ခြင်း၊ သွေးအားနည်းခြင်းနှင့် ဆီးမည်းခြင်းတို့ကို ဖြစ်စေသည့် ကပ်ပါးပိုးများသည် တီမှ တစ်ဆင့် ကူးစက်သည်။
